id_vehicule;Marque;Modèle;ANNEE_CIRCUL;Valeur_a_neuf;Valeur_venale;id_proprietaire
1187;VOLKSWAGEN;CADDY;2015;;;43
1188;AUDI;Q3;2014;;;63
1189;TOYOTA;AURIS;2016;2930000;2500000;206
1190;CHEVROLET;TRAX;2014;2015000;1300000;690
1191;RENAULT;R18;1984;800000;500000;623
1192;VOLGSWAGEN;PASSAT;2012;3500000;1500000;1159
1193;VOLKSWAGEN;POLO;2015;;;1276
1194;PEUGEOT;407;2008;1220000;400000;930
1195;DACIA;LOGAN;2016;;;350
1196;RENAULT;CLIO;2016;;;269
1197;RENAULT;CLIO;2014;;;1227
1198;RENAULT;CLIO 4;2016;;;1065
1199;KIA;PICANTO;2005;;;1352
1200;HYUNDAI;TUCSON;2018;5200000;4000000;838
1201;CHEVROLET;CAPTIVA;2010;;;1321
1202;HUYNDAI;I10;2016;;;109
1203;PEUGEOT;206;2005;;;365
1204;RENAULT;SYMBOL;2016;;;1698
1205;PEUGEOT;307;2001;1300000;550000;846
1206;HYUNDAI;H100;2006;2000000;1000000;789
1207;RENAULT;SYMBOL;2016;;;1700
1208;SKODA;YETI;2016;;;1468
1209;HYUNDAI;VELOSTER;2016;2030000;2030000;234
1210;PEUGEOT;207;2012;;;1791
1211;CHEVROLET;TRAIL BLAZER;2014;3000000;2500000;985
1212;HYUNDAI;SANTA FE;2016;3000000;3000000;1264
1213;VOLKSWAGEN;CADDY;2015;;;1473
1214;DACIA;SANDERO;2015;;;84
1215;SEAT;IBIZA;2014;;;964
1216;PEUGEOT;PARTNER;2015;;;611
1217;CHEVROLET;SPARK;2012;;;1625
1218;VOLKSWAGEN;TIGUAN;2014;;;1529
1219;TOYOTA;YARIS;2016;;;1247
1220;VOLKSWAGEN;CADY;2015;;;625
1221;PEUGEOT;308;2016;;;679
1222;CITROEN;BERLINGO;2015;;;1287
1223;PEUGEOT;205;1993;1000000;800000;92
1224;RENAULT;SYMBOL;2016;;;589
1225;SUZUKI;SWIFT;2015;;;541
1226;AUDI;A1;2015;;;1295
1227;HYUNDAI;ACCENT;2011;;;233
1228;SKODA;FABIA;2013;;;220
1229;PEUGEOT;3008;2013;;;261
1230;TOYOTA;HILUX;2015;;;1980
1231;SEAT;IBIZA;2014;;;568
1232;SKODA;OCTAVIA;2016;;;1107
1233;OPEL;ASTRA;2003;640000;530000;2000
1234;PEUGEOT;207;2007;;;984
1235;RENAULT;CLIO4;2016;;;1400
1236;PEUGEOT;208;2016;;;98
1237;HYUNDAI;I 10;2011;1000000;800000;836
1238;CITROEN;BERLINGO;2016;2260000;2260000;355
1239;SUZUKI;ALTO;2013;;;560
1240;KIA;CARENS;2015;2760000;2600000;1010
1241;HYUNDAI;ATOS;2006;;;595
1242;PEUGEOT;2008;2015;;;364
1243;CITROEN;BERLINGO;2012;2260000;1400000;860
1244;PEUGEOT;308;2009;;;796
1245;SKODA;OCTAVIA;2016;;;1085
1246;SKODA;OCTAVIA;2016;;;313
1247;VOLKSWAGEN;POLO;2014;;;1785
1248;NISSAN;MICRA;2013;;;1452
1249;DACIA;LOGANE;2014;1400000;1300000;421
1250;PEUGEOT;2008;2015;;;857
1251;RENAULT;CLIO4;2015;;;988
1252;SUZUKI;SWIFT;2016;;;1639
1253;WOLKSWAGEN;GOLF 5;2008;2500000;1125000;1458
1254;RENAULT;CLIO 4;2015;;;1041
1255;VOLKSWAGEN;POLO;2015;;;418
1256;SONG YONG;KORANDO;2014;2280000;1700000;1362
1257;PEUGEOT;308;2016;;;1072
1258;RENAULT;CAPTUR;2015;;;1759
1259;KIA;SPORTAGE;2012;2850000;2565000;1220
1260;RENAULT;DUSTER;2012;1700000;1200000;608
1261;CITROEN;C4 CACTUS;2015;3000000;2600000;1363
1262;RENAULT;CLIO 3;2011;1300000;1200000;476
1263;SOKONE;CAMIONNETTE;2012;600000;600000;48
1264;SKODA;FABIA;2015;;;1123
1265;SEAT;IBIZA;2015;;;958
1266;PEUGEOT;BOXER;2014;;;217
1267;CITROEN;C4;2012;;;123
1268;RENAULT;CLIO;2010;;;427
1269;RENAULT;SYMBOL;2015;;;1647
1270;WOLKSWAGEN;POLO;2011;1500000;800000;1737
1271;CTROEN;BERLINGO;2015;3000000;1600000;1843
1272;DACIA;DUSTER;2015;;;624
1273;SUZUKI;SWIFT;2013;;;222
1274;RENAULT;SYMBOL;2016;;;1765
1275;DACIA;SANDERO;2015;;;493
1276;PEUGEOT;301;2013;;;1289
1277;CHEVROLET;AVEO;2011;;;1274
1278;PEUGEOT;308;2016;;;1580
1279;PEUGEOT;208;2014;;;542
1280;TOYOTA;RAV 4;2009;3845000;2300000;1094
1281;PEUGEOT;2008;2016;;;867
1282;VOLKSWAGEN;TIGUAN;2013;;;1495
1283;CITROEN;C-ELYSEE;2014;1650000;1510000;366
1284;RENAULT;RENAULT;2000;1700000;800000;798
1285;VOLKSWAGEN;GOLF;2012;2700000;1510000;1406
1286;RENAULT;CLIO4;2015;;;947
1287;PEUGEOT;308;2016;;;681
1288;PEUGEOT;PARTNER;2010;;;1879
1289;HYUNDAI;TUCSON;2012;;;853
1290;VOLKSWAGEN;TIGUAN;2016;;;1820
1291;SUZUKI;SX4;2008;;;1419
1292;PEUGEOT;208;2016;;;438
1293;HYUNDAI;I10;2018;1800000;1750000;1240
1294;VOLKSWAGEN;TIGUAN;2011;1800000;1800000;440
1295;BMW;X1;2016;5000000;5000000;980
1296;DACIA;SANDERO STEP WEY;2014;1200000;1200000;1706
1297;MST;MST;2015;6420000;6420000;1649
1298;SEAT;LEON;2013;;;1801
1299;TOYOTA;RAV 4;2006;800000;800000;355
1300;VOLKS WAGEN;GOLF;2013;;;792
1301;RENAULT;RENAULT;2011;1000000;700000;956
1302;PEUGEOT;208;2014;;;1536
1303;VOLKSWAGEN;POLO;2013;;;931
1304;SUZUKI;SWIFT;2012;1390000;1150000;699
1305;VOLKSWAGEN;GOLF 7;2014;2100000;1900000;1035
1306;BMW;520;2008;2000000;1510000;1619
1307;VOLKSWAGEN;TIGOUAN;2012;4800000;3000000;492
1308;VOLKS WAGEN;TIGUANE;2015;;;917
1309;RENAULT;CLIO 4;2015;;;685
1310;PEUGEOT;208;2016;;;1716
1311;PEUGEOT;308;2010;;;246
1312;ISUZU;ISUZU;2010;5000000;800000;1167
1313;RENAULT;CAPTURE;2014;;;691
1314;RENAULT;CAPTUR;2015;;;1464
1315;DAIHATSU;50 LV D;2005;1050000;1000000;76
1316;AUDI;Q3;2016;;;1828
1317;RENAULT;KONGO;2001;1900000;700000;867
1318;VOLKSWAGEN;POLO;2001;900000;500000;846
1319;MARUTI;ALTO;2012;980000;600000;1825
1320;CHEVROLET;SPARK;2006;;;834
1321;TOYOTA;YARIS;2010;;;1173
1322;PEUGEOT;307;2007;;;1995
1323;KIA;PICANTO;2015;;;180
1324;PEUGEOT;BIPPER;2015;;;815
1325;RENAULT;MEGANE;2015;;;629
1326;VOLKSWAGEN;POLO;2015;;;1178
1327;RENAULT;CAPTURE;2015;;;741
1328;SUZUKI;SWIFT;2011;1130000;900000;692
1329;IVECO;IVECO;2016;6750000;4500000;1347
1330;SKODA;OCTAVIA;2016;;;395
1331;NISSAN;MICRA;2011;;;1163
1332;LAND ROVER;FA2BD;2013;4000000;2800000;860
1333;CITROEN;BERLINGO;2015;;;1315
1334;SEAT;IBIZA;2014;;;623
1335;PEUGEOT;2008;2015;;;1482
1336;RENAULT;CAPTURE;2016;;;267
1337;VOLKSWAGEN;POLO;2015;;;403
1338;SUZUKI;SWIFT;2016;;;1987
1339;RENAULT;CLIO 4;2015;;;1508
1340;NISSAN;NISSAN;2013;;;1490
1341;GREAT WALL;GREAT WALL;2016;1900000;1900000;1693
1342;AUDI;A1;2015;;;549
1343;FORD;FOCUS;2010;;;1695
1344;NISSAN;TERRANO 2;2000;2000000;1000000;1928
1345;PEUGEOT;BOXER;1997;1200000;1000000;1698
1346;RENAULT;DUSTER;2014;1500000;1200000;1667
1347;SKODA;RAPID;2015;;;542
1348;SKODA;OCTAVIA;2016;;;1316
1349;DACIA;SANDERO;2016;;;755
1350;RENAULT;CAPTUR;2016;;;278
1351;CHEVROLET;AVEO;2005;;;728
1352;HUYNDAI;I10;2016;1710000;1560000;1687
1353;VOLKSWAGEN;POLO;2013;;;651
1354;RENAULT;KANGOO;2010;1100000;605000;1892
1355;DACIA;STEPWAY;2016;;;1410
1356;PEUGEOT;2008;2015;;;1856
1357;VOLKSVAGEN;PASSAT;2011;6000000;2400000;295
1358;VOLKSWAGEN;POLO;2011;;;1380
1359;RENAULT;EXPRESS;1989;;;379
1360;PEUGEOT;207;2013;;;1357
1361;RENAULT;MEGANE;2001;;;746
1362;AUDI;Q5;2016;;;547
1363;RENAULT;CLIO4;2013;;;861
1364;RENAULT;DUSTER;2015;1720000;1300000;1501
1365;VOLKS WAGEN;GOLF 5;2006;;;868
1366;MERCEDES;A220;2013;5000000;4000000;1149
1367;HYUNDAI;ATOS;2011;;;1806
1368;NISSAN;MICRA;2015;;;1581
1369;PEUGEOT;208;2013;;;617
1370;PEUGEOT;EXPERT;2005;2560000;800000;1459
1371;DACIA;DUSTER;2015;;;1626
1372;RENAULT;R21;1993;;;155
1373;CHEVROLET;CRUZE;2015;;;1388
1374;AUDI;Q3;2016;;;786
1375;VOLKSWAGEN;TIGUAN;2016;;;1653
1376;SEAT;IBIZA;2013;;;253
1377;SUZUKI;SWIFT;2015;;;1312
1378;RENAULT;SYMBOL;2014;;;930
1379;AUDI;A3;2015;3466068;3000000;1572
1380;FIAT;500;2013;1300000;900000;1583
1381;RENAULT;CLIO4;2016;;;480
1382;PEUGEOT;308;2015;;;624
1383;PEUGEOT;605;1990;600000;600000;596
1384;SKODA;FABIA;2016;;;1553
1385;PEUGEOT;208;2015;;;454
1386;SEAT;IBIZA;2014;;;1744
1387;PEUGEOT;2008;2015;;;975
1388;RENAULT;MASTER;2016;;;1706
1389;NISSAN;MICRA;2016;;;731
1390;SKODA;FABIA;2011;;;55
1391;VW;AMAROK;2015;3336000;3000000;1946
1392;MERCEDES;C220;2010;4600000;1600000;1680
1393;DACIA;DUSTER;2016;;;405
1394;VOLKSWAGEN;POLO;2015;;;1872
1395;VOLKSWAGEN;TIGUAN;2016;;;789
1396;SKODA;RAPID;2015;;;1866
1397;FORD;FIESTA;2014;;;1680
1398;SOKON;SOKON;2013;1000000;800000;202
1399;SEAT;LEON;2016;;;935
1400;VOLKSWAGEN;CADDY;2015;;;681
1401;DACIA;DUSTER;2014;;;1465
1402;CITROEN;FOURGON;1994;1100000;500000;927
1403;MERCEDES;BENZ;1988;700000;400000;677
1404;RENAULT;CLIO 4;2014;;;1698
1405;PEUGEOT;206;2000;;;1330
1406;AUDI;A3;2016;;;1586
1407;KIA;PICANTO;2013;;;1684
1408;KIA;SPORTAGE;2016;;;383
1409;DACIA;DUSTER;2015;;;1809
1410;CHEVROLET;TRAX;2015;2011000;2011000;1942
1411;CHEVROLET;CAPTIVA;2012;;;348
1412;CHEVROLET;CHEVROLET;2011;1000000;1000000;113
1413;GREAT WALL;GREAT WALL;2014;;;1628
1414;VOLKSWAGEN;POLO;2014;;;1561
1415;DACIA;DUSTER;2016;;;388
1416;RENAULT;CLIO CAMPUS;2007;800000;800000;1991
1417;FORD;FIESTA;2011;;;492
1418;RENAULT;MEGANE;2013;;;1757
1419;RENAULT;SYMBOL;2015;;;244
1420;RENAULT;ESPACE;1997;800000;600000;1572
1421;RENAULT;SYMBOL;2016;;;616
1422;DACIA;DUSTER;2014;;;108
1423;DACIA;DUSTER;2016;;;1843
1424;SEAT;IBIZA;2013;;;303
1425;TOYOTA;FJ CRUISER;2008;6000000;4000000;586
1426;PEUGEOT;3008;2014;2888000;2300000;1614
1427;SONG YONG;CORANDO;2012;3500000;2800000;1659
1428;NISSAN;MICRA;2015;;;716
1429;VOLKS WAGEN;GOLF;2015;;;257
1430;TOYOTA;HILUX;2009;;;1975
1431;PEUGEOT;301;2015;;;544
1432;CITROEN;BERLINGO;2011;;;1957
1433;TOYOTA;YARIS;2015;;;1756
1434;SUZUKI;ALTO;2016;;;1270
1435;PEUGEOT;208;2016;;;815
1436;RENAULT;MEGANE;2016;;;384
1437;RENAULT;CLIO4;2014;;;1310
1438;NISSAN;XTRAIL;2007;2500000;1100000;513
1439;BMW;SERIE1;2013;3950000;3300000;1416
1440;RENAULT;TWINGO;2014;1150000;1100000;1157
1441;HYUNDAI;TUCSON;2013;;;1875
1442;GREAIT WALL;VOLEEX;2012;1200000;600000;568
1443;FORD;FIESTA;2016;;;433
1444;TOYOTA;CAMION;1986;500000;500000;913
1445;SKODA;OCTAVIA;2015;;;1719
1446;TOYOTA;YARIS;2013;;;492
1447;CHEVROLET;SAIL;2012;;;1002
1448;CITROEN;NEMO;2013;;;179
1449;SKODA;FABIA;2013;;;289
1450;VOLKSWAGEN;GOLF6;2012;;;704
1451;KIA;PICANTO;2013;;;1022
1452;RENAULT;SYMBOL;2009;;;1386
1453;DACIA;DUSTER;2012;;;1927
1454;KIA;SPORTAGE;2008;;;1935
1455;VOLKS WAGEN;CADDY;2017;4000000;4000000;8
1456;MINIVAN;GONOW;2013;1400000;1400000;1867
1457;VOLKSWAGEN;POLO;2005;1900000;700000;938
1458;DACIA;DUSTER;2015;;;1085
1459;VOLKSWAGEN;TIGUAN;2014;;;1609
1460;VOLKSVAGEN;PASSAT;2016;4970000;4970000;1273
1461;PEUGOET;208;2016;1930000;1800000;1647
1462;SEAT;IBIZA;2015;;;1761
1463;DACIA;SANDERO;2015;;;41
1464;BMW;X1;2015;3500000;2000000;152
1465;HAFEI;HAFEI;2007;;;641
1466;PEUGEOT;2008;2015;;;951
1467;KIA;SORENTO;2015;;;1291
1468;FORD;CONNECT;2009;2000000;1000000;1918
1469;DACIA;LOGAN;2015;;;1742
1470;VOLKS WAGEN;GOLF 7;2009;1900000;1600000;162
1471;DACIA;DUSTER;2014;;;1487
1472;PEUGEOT;301;2013;;;1329
1473;SEAT;INCA;1999;800000;240000;917
1474;HAIMA;HAIMA 3;2014;1090000;1000000;248
1475;SEAT;IBIZA;2013;;;1789
1476;SKODA;FABIA;2015;;;1865
1477;AUDI;Q3;2014;4400000;4000000;1155
1478;RENAULT;KANGO;2013;1400000;1000000;256
1479;HYUNDAI;HD 35;2016;3200000;2000000;1701
1480;FORD;FIESTA;2012;;;866
1481;MINI COOPER;MINI;2013;;;1088
1482;BMW;SERIE 3;2011;4500000;2500000;171
1483;SKODA;OCTAVIA;2016;;;1382
1484;DACIA;DUSTER;2015;;;878
1485;PEUGEOT;207;2007;;;392
1486;DACIA;SANDERO;2015;;;650
1487;RENAULT;SYMBOL;2016;;;320
1488;RENAULT;SAFRANE;1993;800000;650000;333
1489;HYUNDAI;ACCENT;2016;;;317
1490;HYUNDAI;ACCENT;2016;;;1177
1491;SEAT;IBIZA;2008;800000;500000;1532
1492;RENAULT;CLIO4;2015;;;538
1493;RENAULT;CAPTURE;2013;;;1432
1494;SEAT;IBIZA;2016;;;666
1495;PEUGEOT;308;2013;;;307
1496;DACIA;DUSTER;2015;;;411
1497;DFSK;DFSK;2012;;;1713
1498;PEUGEOT;208;2013;;;1970
1499;RENAULT;SYMBOL;2016;;;331
1500;KIA;PICANTO;2006;1100000;500000;1841
1501;SKODA;OCTAVIA;2013;;;1647
1502;HYUNDAI;ACCENT;2005;1200000;600000;451
1503;DACIA;DUSTER;2015;;;1276
1504;TOYOTA;HILUX;2010;700000;700000;969
1505;RENAULT;R4;1986;;;785
1506;RENAULT;CLIO 4;2013;;;13
1507;PEUGEOT;308;2015;;;476
1508;PEUGEOT;EXPERT;2003;800000;800000;1554
1509;SEAT;IBIZA;2014;;;466
1510;RENAULT;SYMBOL;2016;;;277
1511;GREAT WALL;M4;2015;1500000;900000;1906
1512;VOLKSWAGEN;PASSAT CARA;2015;3590000;3500000;1198
1513;RENAULT;MEGANE;2011;;;1248
1514;RENAULT;R4;1982;;;948
1515;PEUGEOT;208;2013;;;844
1516;CHEVROLET;SONIC;2014;1205000;1200000;275
1517;RENAULT;CLIO 4;2015;;;124
1518;FORD;FIESTA;2014;;;1480
1519;PEUGEOT;207;2011;;;1742
1520;TOYOTA;HILUX;2016;;;987
1521;RENAULT;CLIO 4;2015;;;545
1522;RENAULT;SYMBOLE;2015;;;1892
1523;RENAULT;SYMBOLE;2015;;;1976
1524;RANGE ROVER;EVOQUE;2015;5800000;4500000;1737
1525;HYUNDAI;TUCSON;2014;;;1975
1526;TOYOTA;YARIS;2015;;;1136
1527;MITSUBISHI;MITSUBISHI;2016;3687800;3687800;422
1528;PEUGEOT;307;2003;1300000;400000;166
1529;CHEVROLET;CAPTIVA;2015;;;1000
1530;SUZUKI;SWIFT;2015;;;1698
1531;FOTON;FOTON;2012;;;622
1532;NISSAN;XTRAIL;2008;1700000;700000;678
1533;VOLGSWAGEN;PASSAT;2015;2900000;2100000;613
1534;NISSAN;SUNNY;2007;1070000;600000;1557
1535;CHEVROLET;CRUZ;2015;;;1422
1536;NISSAN;PIXO;2006;;;1637
1537;NISSAN;PIXO;2006;;;1987
1538;RENAULT;KANGO;2011;;;91
1539;NISSAN;PIXO;2006;1760000;1000000;1346
1540;NISSAN;TIIDA;2006;1190000;500000;514
1541;PEUGEOT;2008;2015;;;1834
1542;RENAULT;MEGANE;2012;;;1645
1543;VOLKS WAGEN;POLO;2018;2699000;2699000;1474
1544;PEUGEOT;206+;2013;1050000;1000000;1195
1545;PEUGEOT;PARTNER;2014;;;668
1546;MERCEDES;ML250;2014;;;1577
1547;RENAULT;SYMBOL;2009;;;357
1548;VOLKSWAGEN;CADDY;2015;;;920
1549;VOLKSWAGEN;PASSAT;2013;;;1636
1550;VOLKS WAGEN;CRAFTER;2016;3129990;3000000;551
1551;RENAULT;CLIO;2008;;;1055
1552;SUZUKI;ALTO;2016;;;482
1553;VOLKS WAGEN;GOLF;2006;1500000;1500000;1778
1554;VOLKSVAGEN;POLO;2014;2195500;1300000;1858
1555;RENAULT;SUPER 5;1993;500000;300000;1737
1556;KIA;KIA;2015;1350000;1350000;1366
1557;VOLKS WAGEN;GOLF7;2015;3000000;2000000;1313
1558;AUDI;Q5;2016;;;170
1559;HUYNDAI;I10;2014;1100000;850000;1596
1560;TOYOTA;YARIS;2003;;;501
1561;RENAULT;SYMBOL;2016;;;111
1562;SKODA;SKODA;2015;;;35
1563;RENAULT;RENAULT;1997;1500000;600000;1439
1564;VOLKS WAGEN;GOLF;2012;;;944
1565;NISSAN;NAVARA;2016;;;362
1566;NISSAN;NAVARA;2016;2350000;2350000;228
1567;PEUGEOT;308;2009;;;815
1568;VOLKS WAGEN;GOLF;2014;;;1769
1569;SKODA;OCTAVIA;2016;;;1511
1570;MERCEDES;GLA;2015;6700000;6000000;1883
1571;CHEVROLET;CAPTIVA;2011;;;1919
1572;VOLKSWAGEN;TOURAN;2011;2800000;1800000;1675
1573;PEUGEOT;206;2000;;;1694
1574;VOLKS WAGEN;GOLF;2014;;;1153
1575;HYUNDAI;EON;2012;;;1144
1576;RENAULT;SYMBOL;2016;;;116
1577;VOLGSWAGEN;PASSAT;2013;5000000;4000000;1164
1578;RENAULT;CLIO;1998;1800000;400000;271
1579;NISSAN;MICRA;2015;;;1017
1580;VOLKSWAGEN;TIGUAN;2014;;;585
1581;RENAULT;SYMBOL;2016;;;618
1582;FORD;FIGO;2013;1300000;1220000;53
1583;RENAULT;CAPTUR;2014;;;69
1584;SKODA;FABIA;2015;;;1088
1585;CHEVROLET;SPARK;2015;960000;960000;1074
1586;RENAULT;MEGANE;2013;;;1616
1587;PEUGEOT;208;2014;;;465
1588;RENAULT;KANGO;2000;;;1350
1589;VOLKSVAGEN;POLO;2013;1950000;1800000;1795
1590;FORD;FIESTA;2010;;;1642
1591;KIA;SORENTO;2012;;;1253
1592;VOLFSWAGEN;TIGUAN;2016;4000000;4000000;1762
1593;VOLKSWAGEN;POLO;2013;;;268
1594;CITROEN;BERLINGO;2010;;;1325
1595;PEUGEOT;308;2016;;;1077
1596;VOLKSWAGEN;GOLF6;2012;2500000;1000000;1753
1597;PEUGEOT;BOXER;2013;;;1343
1598;CITROEN;C3;2016;2183000;1500000;1340
1599;FORD;KA;2013;;;638
1600;RENAULT;CAPTURE;2015;;;233
1601;SSANG YONG;SSANG YONG;2012;1200000;1200000;1641
1602;PEUGEOT;208;2013;;;1071
1603;OPEL;CORSA;2017;;;1353
1604;PEUGEOT;308;2015;;;1260
1605;RENAULT;SUPER 5;1995;900000;500000;711
1606;KIA;SPORTAGE;2014;;;1360
1607;RENAULT;SYMBOL;2016;;;547
1608;SSANGYONG;SSANGYONG;2010;3350000;800000;1841
1609;RENAULT;CLIO CAMPUS;2008;800000;700000;513
1610;HYUNDAI;ACCENT;2010;;;875
1611;FORD;FIESTA;2010;;;1419
1612;DACIA;LOGAN;2007;;;646
1613;VOLKSWAGEN;TIGUAN;2019;6000000;6000000;1518
1614;SKODA;YETTI;2012;2000000;1200000;738
1615;HYUNDAI;HD35;2015;2750000;2700000;1517
1616;RENAULT;CLIO;2002;;;996
1617;RENAULT;CLIO;2015;;;799
1618;SKODA;FABIA;2011;;;368
1619;VOLKSWAGEN;POLO;2010;;;1342
1620;CITROEN;BERLINGO;2015;;;1755
1621;CHERY;QQ;2014;;;923
1622;FOTON;FOTON;2016;1740000;1600000;463
1623;VOLKSWAGEN;TIGUAN;2014;;;917
1624;RENAULT;SYMBOL;2015;;;326
1625;VOLKSWAGEN;TIGUAN;2009;;;789
1626;DACIA;STEPWAY;2016;;;441
1627;DODGE RAM TR;DODGE RAM TR;2012;4500000;1500000;1668
1628;VOLKSWAGEN;POLO;2013;;;1342
1629;RENAULT;MASTER;2013;1800000;1800000;995
1630;VOLGSWAGEN;PASSAT;2014;2400000;2200000;212
1631;PEUGEOT;308;2014;;;1726
1632;TOYOTA;YARIS;2000;700000;500000;111
1633;DFSK;DFSK;2014;;;1396
1634;VOLKSWAGEN;POLO;2007;;;180
1635;PEUGEOT;PARTNER;2016;;;1069
1636;DACIA;DUSTER;2015;;;169
1637;TOYOTA;COROLA;2014;2280000;2280000;991
1638;MINI;COOPER;2010;3200000;1510000;1199
1639;VOLGSWAGEN;PASSAT;1999;1600000;800000;616
1640;VOLKS WAGEN;GOLF;2012;;;1749
1641;PEUGOET;106;2001;1000000;500000;893
1642;PEUGEOT;208;2013;;;982
1643;DACIA;DUSTER;2014;;;1318
1644;RENAULT;CLIO;2001;;;1557
1645;NISSAN;MICRA;2013;;;525
1646;VOLKSWAGEN;POLO;2015;;;1609
1647;RENAULT;CLIO4;2018;;;1242
1648;NISSAN;MICRA;2012;;;1101
1649;FORD;FIESTA;2012;;;1846
1650;NISSAN;NAVARA;2011;;;967
1651;VOLKSWAGEN;GOLF7;2016;5600000;5600000;202
1652;CITROEN;DS5;2016;5210000;5210000;1233
1653;DACIA;STEPWAY;2015;;;1810
1654;DACIA;DUSTER;2016;;;194
1655;CITROEN;C3;2003;1200000;600000;639
1656;BMW;BMW;2008;;;1160
1657;RENAULT;MEGANE;2009;1812500;1510000;1974
1658;CHEVROLET;CRUZ;2014;;;1514
1659;PEUGEOT;306;1995;;;276
1660;NISSAN;MICRA;2012;;;249
1661;RENAULT;CLIO;2001;;;1559
1662;NISSAN;MICRA;2014;;;1721
1663;RENAULT;SYMBOL;2012;;;341
1664;RENAULT;SYMBOL;2016;;;1249
1665;GONOW;MINI TRUCK;2014;784000;550000;1060
1666;SKODA;FABIA;2013;;;1052
1667;RENAULT;KANGO;2015;;;915
1668;RENAULT;KANGOO;2015;;;269
1669;VOLKS WAGEN;POLO;2013;;;207
1670;KIA;SPORTAGE;2013;;;330
1671;KIA;SPORTAGE;2015;;;299
1672;MERCEDES;C250;2012;4000000;3000000;666
1673;PEUGEOT;406;1998;1800000;600000;1611
1674;OPEL;ASTRA;2012;;;421
1675;GONOW;GONOW;2016;1257075;1000000;74
1676;AUDI;A1;2013;;;1846
1677;PEUGEOT;PARTNER;2006;1256000;600000;1383
1678;SEAT;LEON;2012;1600000;900000;1423
1679;CHEVROLET;AVEO;2012;1170000;1110000;1617
1680;RENAULT;CLIO CAMPUS;2015;;;486
1681;MARUTI;MARUTI;2011;;;449
1682;RENAULT;CLIO;1997;;;917
1683;VOLSWAGEN;POLO;2013;;;1895
1684;CHEVROLET;SAIL;2011;;;1943
1685;SEAT;LEON;2014;;;1649
1686;PEUGEOT;PARTENER;2001;1200000;500000;1604
1687;VOLKS WAGEN;GOLF 5;2006;1400000;1000000;894
1688;BMW;C1;2013;5000000;2000000;1808
1689;KIA;SPORTAGE;2013;;;1868
1690;HYUNDAI;ATOS;2006;900000;700000;1152
1691;PEUGEOT;207;2012;;;365
1692;CHEVROLET;CAPTIVA;2011;;;147
1693;RENAULT;SYMBOL;2015;;;1725
1694;PEUGEOT;207;2011;;;1233
1695;VOLKS WAGEN;GOLF;2014;;;745
1696;PEUGEOT;5008;2011;4500000;1900000;637
1697;CITROEN;C4;2016;;;921
1698;SEAT;IBIZA;2016;;;423
1699;HONDA;CIVIC;2004;1600000;600000;194
1700;PEUGEOT;508;2012;3530000;2000000;141
1701;MINIVAN;GONOW;2014;;;1407
1702;VOLKSWAGEN;TIGUAN;2016;;;1899
1703;NISSAN;DOUBLE CABINE;2009;1500000;1000000;1893
1704;CHEVROLET;CAPTIVA;2012;;;1251
1705;VOLKSWAGEN;POLO;2015;;;1989
1706;TOYOTA;AURIS;2015;2210000;1989000;114
1707;SKODA;YETI;2013;;;1700
1708;HYUNDAI;ACCENT;2016;;;1349
1709;VOLKS WAGEN;CRAFTER;2015;2939990;2500000;412
1710;FORD;KA;2013;1204000;850000;1218
1711;VOLKSWAGEN;POLO;2012;;;1087
1712;PEUGEOT;BOXER;2014;2110000;2110000;714
1713;CITROEN;XSARA;1999;1200000;500000;1021
1714;RENAULT;KONGO;2015;1600000;1500000;747
1715;DACIA;STEPWAY;2015;;;1870
1716;JAC;JAC;2009;5000000;800000;1849
1717;PEUGEOT;206;2000;;;768
1718;SUZUKI;ALTO;2016;;;499
1719;RENAULT;MEGANE;2006;;;517
1720;DACIA;DUSTER;2012;;;1587
1721;RENAULT;SYMBOL;2016;;;936
1722;VOLKS WAGEN;GOLF 7;2014;;;1109
1723;DAEWOO;NUBIRA;1999;;;1808
1724;NISSAN;MICRA;2012;;;1188
1725;PEUGEOT;208;2013;;;825
1726;SUZUKI;ALTO;2013;;;1995
1727;HYUNDAI;ATOS;2007;;;212
1728;TOYOTA;YARIS;2015;;;918
1729;PEUGEOT;301;2015;;;221
1730;RENAULT;SYMBOL;2016;;;327
1731;PEUGEOT;208;2014;;;1269
1732;CITROEN;C ELYSEE;2014;;;1748
1733;HARBIN;HARBIN;2004;2000000;200000;630
1734;OPEL;OPEL;2013;1300000;500000;29
1735;FOTON;FOTON;2012;1000000;650000;849
1736;TOYOTA;YARIS;2008;;;127
1737;FORD;FIESTA;2013;;;1702
1738;RENAULT;SYMBOL;2014;;;302
1739;HYUNDAI;ATOS;2004;;;1726
1740;PEUGEOT;207;2007;;;1315
1741;SUZUKI;SWIFT;2015;;;578
1742;PEUGEOT;504;1982;;;1639
1743;RENAULT;SYMBOL;2016;;;849
1744;VOLKSWAGEN;POLO;2014;;;680
1745;DACIA;LOGAN;2012;;;1970
1746;DAIHATSU;TERRIOS;2006;1240000;700000;302
1747;AUDI;Q3;2016;;;1388
1748;MARUTI;MARUTI;2003;350000;300000;1836
1749;RENAULT;CLIO;2012;;;1532
1750;BMW;318D;2009;2800000;800000;1077
1751;RENAULT;SYMBOL;2014;;;210
1752;SEAT;IBIZA;2009;;;175
1753;CITROEN;C3;2012;;;1697
1754;KIA;SPORTAGE;2008;3000000;1500000;1344
